delivery_id,order_id,delivery_status,delivery_time,rider_id
634,O634,notdelivered,10:35:00 PM,R6
635,O635,delivered,2:52:00 PM,R7
636,O636,notdelivered,9:18:00 AM,R1
637,O637,notdelivered,10:24:00 AM,R2
638,O638,delivered,9:02:00 AM,R3
639,O639,notdelivered,4:21:00 AM,R4
640,O640,delivered,12:07:00 PM,R5
641,O641,delivered,10:51:00 AM,R6
642,O642,delivered,9:58:00 PM,R7
643,O643,notdelivered,12:32:00 AM,R1
644,O644,notdelivered,1:42:00 AM,R2
645,O645,delivered,9:38:00 PM,R4
646,O646,delivered,8:01:00 AM,R5
647,O647,notdelivered,9:01:00 AM,R6
648,O648,notdelivered,1:01:00 PM,R7
649,O649,delivered,7:27:00 PM,R6
650,O650,delivered,6:57:00 PM,R7
651,O651,delivered,7:13:00 PM,R1
652,O652,delivered,1:04:00 PM,R2
653,O653,notdelivered,9:20:00 AM,R3
654,O654,notdelivered,10:18:00 PM,R4
655,O655,notdelivered,12:20:00 PM,R5
656,O656,notdelivered,4:02:00 AM,R6
657,O657,notdelivered,7:44:00 AM,R7
658,O658,notdelivered,1:10:00 AM,R1
659,O659,delivered,7:22:00 AM,R2
660,O660,notdelivered,1:01:00 AM,R3
661,O661,notdelivered,1:39:00 PM,R4
662,O662,notdelivered,4:47:00 AM,R1
663,O663,delivered,3:21:00 AM,R2
664,O664,delivered,10:53:00 PM,R3
665,O665,notdelivered,8:43:00 PM,R4
666,O666,notdelivered,2:24:00 AM,R5
667,O667,notdelivered,3:39:00 PM,R6
668,O668,delivered,2:52:00 AM,R7
669,O669,notdelivered,9:55:00 PM,R6
670,O670,delivered,11:41:00 PM,R7
671,O671,notdelivered,11:19:00 PM,R1
672,O672,notdelivered,1:23:00 PM,R2
673,O673,delivered,8:18:00 PM,R3
674,O674,delivered,11:22:00 AM,R4
675,O675,notdelivered,10:11:00 AM,R5
676,O676,delivered,9:01:00 AM,R6
677,O677,notdelivered,8:25:00 AM,R7
678,O678,notdelivered,3:18:00 AM,R1
679,O679,delivered,9:08:00 AM,R2
680,O680,notdelivered,9:37:00 PM,R3
681,O681,delivered,3:11:00 AM,R4
682,O682,notdelivered,5:39:00 PM,R5
683,O683,delivered,1:24:00 AM,R6
684,O684,delivered,1:00:00 PM,R7
685,O685,delivered,4:33:00 AM,R1
686,O686,delivered,2:53:00 AM,R2
687,O687,notdelivered,9:55:00 PM,R3
688,O688,notdelivered,8:04:00 AM,R4
689,O689,delivered,3:00:00 AM,R5
690,O690,notdelivered,5:32:00 PM,R6
691,O691,delivered,2:53:00 AM,R7
692,O692,delivered,4:07:00 PM,R1
693,O693,notdelivered,8:28:00 PM,R2
694,O694,notdelivered,5:25:00 AM,R3
695,O695,notdelivered,7:33:00 AM,R4
696,O696,delivered,12:00:00 PM,R5
697,O697,delivered,2:21:00 AM,R6
698,O698,notdelivered,1:51:00 PM,R7
699,O699,delivered,4:58:00 AM,R1
700,O700,notdelivered,9:54:00 PM,R2
701,O701,delivered,7:54:00 AM,R3
702,O702,notdelivered,4:53:00 AM,R4
703,O703,delivered,7:16:00 PM,R5
704,O704,notdelivered,10:44:00 AM,R6
705,O705,notdelivered,1:31:00 AM,R7
706,O706,delivered,10:15:00 AM,R6
707,O707,notdelivered,11:31:00 PM,R7
708,O708,delivered,12:38:00 AM,R1
709,O709,notdelivered,9:24:00 PM,R2
710,O710,notdelivered,10:53:00 PM,R3
711,O711,delivered,11:47:00 AM,R4
712,O712,delivered,2:05:00 PM,R5
713,O713,delivered,1:54:00 PM,R6
714,O714,notdelivered,9:43:00 AM,R7
715,O715,delivered,8:02:00 AM,R1
716,O716,notdelivered,12:56:00 PM,R2
717,O717,delivered,11:15:00 PM,R3
718,O718,delivered,5:11:00 AM,R4
719,O719,delivered,9:33:00 PM,R1
720,O720,notdelivered,6:58:00 AM,R2
721,O721,notdelivered,2:36:00 AM,R3
722,O722,delivered,7:04:00 AM,R4
723,O723,notdelivered,11:24:00 AM,R5
724,O724,notdelivered,4:20:00 PM,R6
725,O725,delivered,1:40:00 PM,R7
726,O726,delivered,6:33:00 AM,R6
727,O727,notdelivered,11:51:00 PM,R7
728,O728,notdelivered,7:31:00 PM,R1
729,O729,notdelivered,9:04:00 PM,R2
730,O730,notdelivered,4:02:00 AM,R3
731,O731,notdelivered,8:06:00 AM,R4
732,O732,delivered,6:40:00 AM,R5
733,O733,delivered,12:34:00 PM,R6
734,O734,delivered,4:45:00 PM,R7
735,O735,delivered,9:45:00 AM,R5
736,O736,notdelivered,11:20:00 PM,R6
737,O737,delivered,7:49:00 PM,R7
738,O738,notdelivered,9:37:00 AM,R6
739,O739,delivered,6:48:00 AM,R7
740,O740,notdelivered,10:40:00 PM,R1
741,O741,delivered,4:01:00 PM,R2
742,O742,delivered,2:42:00 PM,R3
743,O743,delivered,6:18:00 PM,R4
744,O744,delivered,6:29:00 PM,R5
745,O745,delivered,1:56:00 PM,R6
746,O746,delivered,11:45:00 PM,R7
747,O747,notdelivered,9:37:00 PM,R1
748,O748,delivered,6:26:00 AM,R2
749,O749,delivered,5:44:00 AM,R3
750,O750,notdelivered,4:49:00 PM,R4
751,O751,notdelivered,1:56:00 PM,R5
752,O752,delivered,5:06:00 AM,R6
753,O753,notdelivered,7:54:00 AM,R7
754,O754,notdelivered,4:17:00 PM,R1
755,O755,notdelivered,11:19:00 AM,R2
756,O756,delivered,6:44:00 AM,R3
757,O757,delivered,9:40:00 AM,R4
758,O758,notdelivered,8:31:00 PM,R5
759,O759,notdelivered,4:56:00 PM,R6
760,O760,notdelivered,11:27:00 AM,R5
761,O761,notdelivered,3:32:00 PM,R6
762,O762,notdelivered,8:48:00 AM,R7
763,O763,delivered,9:51:00 PM,R1
764,O764,delivered,4:21:00 AM,R2
765,O765,notdelivered,12:35:00 PM,R3
766,O766,notdelivered,8:59:00 AM,R4
767,O767,delivered,6:00:00 AM,R5
768,O768,delivered,6:29:00 AM,R6
769,O769,notdelivered,1:47:00 PM,R7
770,O770,delivered,8:11:00 AM,R1
771,O771,delivered,4:16:00 AM,R2
772,O772,notdelivered,11:45:00 PM,R4
773,O773,notdelivered,1:12:00 AM,R5
774,O774,notdelivered,7:19:00 AM,R6
775,O775,delivered,3:46:00 PM,R7
776,O776,notdelivered,4:00:00 PM,R6
777,O777,delivered,1:02:00 PM,R7
778,O778,notdelivered,1:44:00 PM,R1
779,O779,delivered,5:52:00 PM,R2
780,O780,notdelivered,3:23:00 PM,R3
781,O781,notdelivered,9:47:00 PM,R4
782,O782,notdelivered,5:41:00 AM,R5
783,O783,notdelivered,6:10:00 PM,R6
784,O784,delivered,4:41:00 AM,R7
785,O785,delivered,4:12:00 AM,R1
786,O786,delivered,10:49:00 PM,R2
787,O787,delivered,7:43:00 AM,R3
788,O788,delivered,3:49:00 PM,R4
789,O789,notdelivered,8:26:00 PM,R1
790,O790,notdelivered,10:48:00 PM,R2
791,O791,notdelivered,8:19:00 AM,R3
792,O792,notdelivered,8:41:00 PM,R4
793,O793,notdelivered,9:34:00 AM,R5
794,O794,delivered,7:34:00 AM,R6
795,O795,notdelivered,2:46:00 PM,R7
796,O796,notdelivered,11:50:00 PM,R6
797,O797,notdelivered,2:11:00 AM,R7
798,O798,notdelivered,11:13:00 AM,R1
799,O799,delivered,11:57:00 PM,R2
800,O800,delivered,1:18:00 AM,R3
801,O801,delivered,5:30:00 PM,R4
802,O802,delivered,9:58:00 PM,R5
803,O803,delivered,1:06:00 AM,R6
804,O804,notdelivered,10:17:00 PM,R7
805,O805,notdelivered,5:21:00 AM,R1
806,O806,notdelivered,10:17:00 PM,R2
807,O807,notdelivered,1:21:00 AM,R3
808,O808,notdelivered,6:28:00 AM,R4
809,O809,delivered,2:41:00 AM,R5
810,O810,delivered,11:38:00 AM,R6
811,O811,delivered,12:42:00 AM,R7
812,O812,notdelivered,7:01:00 PM,R1
813,O813,delivered,7:34:00 AM,R2
814,O814,delivered,8:24:00 AM,R3
815,O815,delivered,2:38:00 AM,R4
816,O816,delivered,2:17:00 AM,R5
817,O817,delivered,1:26:00 PM,R6
818,O818,delivered,5:26:00 PM,R7
819,O819,notdelivered,4:14:00 PM,R1
820,O820,delivered,9:32:00 PM,R2
821,O821,delivered,4:29:00 PM,R3
822,O822,delivered,2:49:00 AM,R4
823,O823,notdelivered,8:06:00 PM,R5
824,O824,delivered,5:05:00 PM,R6
825,O825,delivered,2:30:00 AM,R7
826,O826,notdelivered,4:09:00 PM,R1
827,O827,delivered,11:32:00 AM,R2
828,O828,notdelivered,6:52:00 AM,R3
829,O829,delivered,11:39:00 PM,R4
830,O830,delivered,2:03:00 AM,R5
831,O831,delivered,10:28:00 AM,R6
832,O832,notdelivered,7:08:00 PM,R7
833,O833,delivered,5:54:00 PM,R6
834,O834,delivered,6:10:00 PM,R7
835,O835,delivered,5:22:00 AM,R1
836,O836,notdelivered,6:32:00 AM,R2
837,O837,delivered,10:40:00 PM,R3
838,O838,notdelivered,2:31:00 PM,R4
839,O839,delivered,4:04:00 AM,R5
840,O840,notdelivered,4:46:00 PM,R6
841,O841,delivered,6:20:00 AM,R7
842,O842,delivered,4:59:00 PM,R1
843,O843,notdelivered,10:23:00 PM,R2
844,O844,notdelivered,2:49:00 PM,R3
845,O845,notdelivered,4:09:00 PM,R4
846,O846,notdelivered,3:00:00 AM,R1
847,O847,delivered,10:11:00 AM,R2
848,O848,notdelivered,7:58:00 AM,R3
849,O849,delivered,4:23:00 PM,R4
850,O850,delivered,2:58:00 PM,R5
851,O851,delivered,11:49:00 PM,R6
852,O852,delivered,2:23:00 PM,R7
853,O853,delivered,4:19:00 AM,R6
854,O854,delivered,11:21:00 PM,R7
855,O855,notdelivered,10:20:00 PM,R1
856,O856,delivered,2:29:00 PM,R2
857,O857,notdelivered,7:45:00 AM,R3
858,O858,delivered,2:03:00 AM,R4
859,O859,delivered,4:17:00 AM,R5
860,O860,notdelivered,3:07:00 AM,R6
861,O861,notdelivered,12:40:00 AM,R7
862,O862,delivered,1:17:00 AM,R5
863,O863,notdelivered,1:02:00 PM,R6
864,O864,notdelivered,10:08:00 AM,R7
865,O865,notdelivered,2:00:00 AM,R6
866,O866,notdelivered,10:48:00 PM,R7
867,O867,delivered,4:07:00 PM,R1
868,O868,delivered,7:52:00 PM,R2
869,O869,delivered,5:06:00 PM,R3
870,O870,delivered,3:33:00 PM,R4
871,O871,notdelivered,10:44:00 PM,R5
872,O872,delivered,1:45:00 PM,R6
873,O873,notdelivered,7:41:00 AM,R7
874,O874,notdelivered,6:12:00 AM,R1
875,O875,delivered,11:23:00 PM,R2
876,O876,delivered,6:48:00 PM,R3
877,O877,delivered,10:19:00 PM,R4
878,O878,delivered,11:38:00 PM,R5
879,O879,delivered,9:40:00 AM,R6
880,O880,notdelivered,12:05:00 PM,R7
881,O881,delivered,3:37:00 AM,R1
882,O882,delivered,6:49:00 AM,R2
883,O883,delivered,7:36:00 AM,R3
884,O884,notdelivered,4:42:00 AM,R4
885,O885,notdelivered,11:51:00 PM,R5
886,O886,notdelivered,2:01:00 AM,R6
887,O887,notdelivered,7:05:00 PM,R5
888,O888,notdelivered,3:44:00 PM,R6
889,O889,notdelivered,7:44:00 PM,R7
890,O890,delivered,11:09:00 PM,R1
891,O891,delivered,1:44:00 PM,R2
892,O892,delivered,2:09:00 AM,R3
893,O893,notdelivered,6:02:00 AM,R4
894,O894,delivered,4:04:00 AM,R5
895,O895,notdelivered,5:18:00 PM,R6
896,O896,delivered,4:34:00 PM,R7
897,O897,delivered,11:25:00 AM,R1
898,O898,notdelivered,9:16:00 AM,R2
899,O899,notdelivered,8:31:00 PM,R4
900,O900,notdelivered,12:08:00 PM,R5
901,O901,delivered,12:59:00 PM,R6
902,O902,delivered,9:40:00 PM,R7
903,O903,notdelivered,2:31:00 AM,R6
904,O904,delivered,6:22:00 AM,R7
905,O905,delivered,2:45:00 PM,R1
906,O906,delivered,10:05:00 PM,R2
907,O907,notdelivered,11:29:00 AM,R3
908,O908,notdelivered,4:09:00 PM,R4
909,O909,notdelivered,12:35:00 AM,R5
910,O910,notdelivered,10:07:00 AM,R6
911,O911,notdelivered,6:30:00 PM,R7
912,O912,delivered,5:14:00 PM,R1
913,O913,notdelivered,8:41:00 AM,R2
914,O914,notdelivered,4:55:00 PM,R3
915,O915,delivered,10:18:00 PM,R4
916,O916,notdelivered,6:26:00 PM,R1
917,O917,notdelivered,4:50:00 AM,R2
918,O918,delivered,8:29:00 AM,R3
919,O919,notdelivered,9:21:00 PM,R4
920,O920,notdelivered,9:33:00 PM,R5
921,O921,notdelivered,6:19:00 PM,R6
922,O922,notdelivered,3:22:00 PM,R7
923,O923,notdelivered,2:17:00 PM,R6
924,O924,notdelivered,6:56:00 PM,R7
925,O925,delivered,11:57:00 AM,R1
926,O926,delivered,5:32:00 AM,R2
927,O927,notdelivered,6:55:00 AM,R3
928,O928,delivered,12:07:00 AM,R4
929,O929,notdelivered,11:01:00 AM,R5
930,O930,notdelivered,12:27:00 AM,R6
931,O931,delivered,1:02:00 AM,R7
932,O932,delivered,6:35:00 AM,R1
933,O933,notdelivered,7:59:00 AM,R2
934,O934,notdelivered,11:52:00 AM,R3
935,O935,notdelivered,1:53:00 PM,R4
936,O936,delivered,1:23:00 PM,R5
937,O937,notdelivered,12:17:00 PM,R6
938,O938,notdelivered,7:23:00 AM,R7
939,O939,delivered,3:43:00 AM,R1
940,O940,notdelivered,5:46:00 AM,R2
941,O941,delivered,6:10:00 PM,R3
942,O942,delivered,12:16:00 AM,R4
943,O943,delivered,3:47:00 PM,R5
944,O944,delivered,12:08:00 PM,R6
945,O945,notdelivered,11:36:00 AM,R7
946,O946,delivered,2:35:00 AM,R1
947,O947,notdelivered,10:53:00 PM,R2
948,O948,notdelivered,9:17:00 PM,R3
949,O949,delivered,10:50:00 PM,R4
950,O950,notdelivered,6:51:00 AM,R5
951,O951,notdelivered,1:00:00 AM,R6
952,O952,delivered,1:06:00 AM,R7
953,O953,delivered,1:59:00 PM,R1
954,O954,notdelivered,4:44:00 PM,R2
955,O955,delivered,5:43:00 AM,R3
956,O956,delivered,11:16:00 AM,R4
957,O957,notdelivered,9:16:00 PM,R5
958,O958,notdelivered,7:23:00 PM,R6
959,O959,notdelivered,8:54:00 AM,R7
960,O960,notdelivered,1:43:00 PM,R6
961,O961,notdelivered,8:50:00 PM,R7
962,O962,notdelivered,8:01:00 PM,R1
963,O963,notdelivered,7:29:00 AM,R2
964,O964,notdelivered,6:20:00 AM,R3
965,O965,notdelivered,9:47:00 PM,R4
966,O966,delivered,7:34:00 AM,R5
967,O967,delivered,7:18:00 AM,R6
968,O968,notdelivered,5:01:00 AM,R7
969,O969,delivered,7:12:00 PM,R1
970,O970,delivered,2:18:00 PM,R2
971,O971,notdelivered,12:56:00 PM,R3
972,O972,delivered,5:45:00 PM,R4
973,O973,notdelivered,5:56:00 AM,R1
974,O974,notdelivered,4:19:00 AM,R2
975,O975,notdelivered,7:56:00 PM,R3
976,O976,delivered,2:38:00 PM,R4
977,O977,notdelivered,10:58:00 AM,R5
978,O978,delivered,6:20:00 PM,R6
979,O979,delivered,6:29:00 PM,R7
980,O980,notdelivered,10:11:00 PM,R6
981,O981,notdelivered,6:28:00 AM,R7
982,O982,delivered,9:10:00 AM,R1
983,O983,notdelivered,11:49:00 AM,R2
984,O984,delivered,2:31:00 AM,R3
985,O985,notdelivered,4:35:00 AM,R4
986,O986,notdelivered,4:20:00 PM,R5
987,O987,delivered,7:56:00 PM,R6
988,O988,delivered,12:01:00 AM,R7
989,O989,notdelivered,1:05:00 AM,R5
990,O990,delivered,4:32:00 AM,R6
991,O991,delivered,7:27:00 AM,R7
992,O992,delivered,8:44:00 PM,R6
993,O993,notdelivered,5:45:00 PM,R7
994,O994,notdelivered,11:45:00 AM,R1
995,O995,delivered,5:18:00 AM,R2
996,O996,delivered,10:09:00 PM,R3
997,O997,notdelivered,9:16:00 PM,R4
998,O998,notdelivered,8:15:00 AM,R5
999,O999,notdelivered,2:53:00 AM,R6
1000,O1000,notdelivered,3:00:00 AM,R7
