order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
O313,C5,R9,Dikon,4/28/2026,6:07:00 PM,completed,27.8
O314,C6,R10,Dikon,12/24/2025,4:33:00 PM,Not fulfilled,12.6
O315,C7,R11,Dikon,5/16/2026,12:48:00 PM,Not fulfilled,47.4
O316,C8,R12,Dikon,3/28/2026,8:40:00 PM,Not fulfilled,33
O317,C9,R13,Dikon,7/24/2025,5:47:00 AM,Not fulfilled,22.5
O318,C10,R14,Dikon,12/26/2025,10:09:00 PM,Not fulfilled,6.4
O319,C11,R15,Dikon,5/17/2026,2:41:00 PM,completed,34.4
O320,C12,R16,Dikon,9/27/2025,8:21:00 AM,completed,16.6
O321,C13,R17,Dikon,6/29/2025,7:53:00 PM,completed,24.9
O322,C14,R18,Dikon,8/30/2025,2:19:00 AM,Not fulfilled,15.9
O323,C15,R19,Dikon,11/1/2025,10:47:00 AM,completed,20.9
O324,C16,R20,Dikon,4/25/2026,1:23:00 PM,Not fulfilled,21.7
O325,C17,R3,Dikon,10/22/2025,10:45:00 PM,completed,41.8
O326,C18,R4,Sausage - Blood Pudding,6/21/2025,3:32:00 AM,Not fulfilled,43.2
O327,C19,R5,Appetizer - Shrimp Puff,9/6/2025,9:20:00 PM,Not fulfilled,28.6
O328,C20,R6,Puree - Mango,3/25/2026,3:44:00 AM,Not fulfilled,7
O329,C1,R7,Chevere Logs,6/17/2025,7:22:00 PM,completed,19.1
O330,C2,R8,Beer - Camerons Auburn,5/6/2026,5:38:00 PM,Not fulfilled,40.5
O331,C3,R9,"Coffee - Colombian, Portioned",2/4/2026,12:20:00 PM,Not fulfilled,27.5
O332,C1,R10,"Doilies - 8, Paper",9/22/2025,8:37:00 PM,completed,49
O333,C2,R11,Soup - Campbells Bean Medley,11/7/2025,5:00:00 PM,completed,46.2
O334,C3,R12,Compound - Mocha,4/13/2026,6:36:00 AM,Not fulfilled,48.3
O335,C4,R13,Longos - Burritos,7/18/2025,12:20:00 AM,Not fulfilled,31.3
O336,C5,R14,Sloe Gin - Mcguinness,11/29/2025,10:53:00 PM,Not fulfilled,8.6
O337,C6,R15,Tuna - Yellowfin,9/13/2025,7:25:00 AM,Not fulfilled,19.4
O338,C7,R16,Muffin Mix - Raisin Bran,5/3/2026,5:46:00 PM,Not fulfilled,33.8
O339,C8,R17,Soup - Cream Of Potato / Leek,3/23/2026,5:33:00 AM,completed,30.8
O340,C9,R12,Pomegranates,8/7/2025,4:00:00 PM,completed,31
O341,C10,R13,Energy Drink - Redbull 355ml,9/19/2025,12:26:00 AM,completed,40.8
O342,C11,R14,Mushroom - King Eryingii,12/26/2025,1:38:00 PM,completed,26.1
O343,C12,R15,Sterno - Chafing Dish Fuel,6/17/2025,4:09:00 AM,Not fulfilled,13.9
O344,C13,R16,Bread - Multigrain,5/12/2026,2:28:00 AM,Not fulfilled,29.9
O345,C14,R17,Bar - Granola Trail Mix Fruit Nut,12/4/2025,8:33:00 PM,Not fulfilled,44.9
O346,C15,R12,Fond - Chocolate,8/25/2025,1:27:00 AM,completed,12.2
O347,C16,R13,Pork - Back Ribs,8/16/2025,5:24:00 AM,Not fulfilled,6.2
O348,C17,R14,Coffee Swiss Choc Almond,7/23/2025,7:50:00 AM,completed,27.1
O349,C18,R15,Chocolate - White,1/28/2026,5:01:00 PM,completed,20
O350,C19,R16,General Purpose Trigger,2/2/2026,2:08:00 PM,Not fulfilled,43.3
O351,C20,R17,Mustard - Seed,11/4/2025,5:17:00 AM,Not fulfilled,8.7
O352,C1,R14,"Syrup - Monin, Irish Cream",5/9/2026,4:04:00 AM,completed,43.2
O353,C2,R15,"Sauce - Black Current, Dry Mix",5/16/2026,2:54:00 PM,Not fulfilled,16.1
O354,C3,R16,Coffee Swiss Choc Almond,5/12/2026,10:10:00 AM,Not fulfilled,38.3
O355,C4,R17,Coffee Swiss Choc Almond,2/20/2026,3:50:00 AM,Not fulfilled,42.2
O356,C5,R14,Coffee Swiss Choc Almond,11/1/2025,11:32:00 AM,completed,16.6
O357,C6,R15,Coffee Swiss Choc Almond,1/19/2026,6:58:00 AM,Not fulfilled,39.4
O358,C7,R16,Coffee Swiss Choc Almond,10/1/2025,1:53:00 PM,Not fulfilled,20.6
O359,C8,R17,Coffee Swiss Choc Almond,9/9/2025,1:15:00 AM,Not fulfilled,42.2
O360,C9,R12,Coffee Swiss Choc Almond,6/16/2025,1:28:00 PM,completed,33.1
O361,C10,R13,Coffee Swiss Choc Almond,8/7/2025,4:16:00 AM,Not fulfilled,25.3
O362,C11,R14,Coffee Swiss Choc Almond,12/16/2025,8:15:00 AM,Not fulfilled,9.3
O363,C12,R15,Coffee Swiss Choc Almond,10/19/2025,4:14:00 PM,Not fulfilled,36.3
O364,C13,R16,Coffee Swiss Choc Almond,5/25/2026,9:04:00 PM,Not fulfilled,45.7
O365,C14,R17,Coffee Swiss Choc Almond,8/5/2025,12:32:00 AM,Not fulfilled,6.9
O366,C15,R12,Coffee Swiss Choc Almond,12/23/2025,10:28:00 AM,completed,14.8
O367,C16,R13,Coffee Swiss Choc Almond,7/19/2025,5:50:00 PM,Not fulfilled,45.7
O368,C17,R14,Coffee Swiss Choc Almond,5/17/2026,7:08:00 AM,completed,10.9
O369,C18,R15,Coffee Swiss Choc Almond,5/25/2026,7:33:00 AM,completed,28
O370,C19,R16,Coffee Swiss Choc Almond,3/1/2026,8:31:00 AM,completed,39.6
O371,C20,R17,Coffee Swiss Choc Almond,11/15/2025,11:29:00 AM,completed,22.7
O372,C5,R14,Yokaline,9/20/2025,5:29:00 AM,Not fulfilled,45.9
O373,C6,R15,Yokaline,12/5/2025,1:26:00 PM,Not fulfilled,16.1
O374,C7,R16,Yokaline,6/13/2025,8:22:00 PM,completed,11.6
O375,C8,R17,Yokaline,11/1/2025,6:53:00 PM,completed,42.7
O376,C9,R1,Yokaline,8/18/2025,4:57:00 PM,Not fulfilled,30.6
O377,C10,R2,Yokaline,4/15/2026,7:38:00 PM,Not fulfilled,41.7
O378,C11,R3,Yokaline,12/10/2025,10:31:00 PM,completed,42.1
O379,C12,R4,Lettuce Romaine Chopped,9/24/2025,7:55:00 AM,completed,22.5
O380,C13,R5,Lettuce Romaine Chopped,11/6/2025,8:37:00 AM,completed,25.8
O381,C14,R6,Lettuce Romaine Chopped,1/5/2026,10:29:00 AM,completed,38
O382,C15,R7,Lettuce Romaine Chopped,3/13/2026,7:04:00 AM,Not fulfilled,47.4
O383,C16,R8,Lettuce Romaine Chopped,3/5/2026,9:25:00 AM,completed,36
O384,C17,R9,Lettuce Romaine Chopped,9/26/2025,9:06:00 PM,Not fulfilled,28.6
O385,C18,R10,Lettuce Romaine Chopped,10/24/2025,1:16:00 AM,completed,36.4
O386,C19,R11,Lettuce Romaine Chopped,1/5/2026,10:35:00 PM,Not fulfilled,34.4
O387,C20,R12,Lettuce Romaine Chopped,9/1/2025,7:38:00 PM,completed,30.5
O388,C1,R13,Lettuce Romaine Chopped,8/14/2025,6:46:00 AM,Not fulfilled,21.8
O389,C2,R14,Lettuce Romaine Chopped,12/21/2025,3:32:00 PM,Not fulfilled,28.4
O390,C3,R15,Lettuce Romaine Chopped,3/31/2026,6:19:00 AM,Not fulfilled,6.4
O391,C4,R16,Lettuce Romaine Chopped,12/21/2025,6:27:00 AM,completed,43.1
O392,C5,R17,Lettuce Romaine Chopped,12/4/2025,6:35:00 PM,Not fulfilled,29
O393,C5,R18,Lettuce Romaine Chopped,5/27/2026,6:17:00 PM,Not fulfilled,42.2
O394,C6,R19,Lettuce Romaine Chopped,8/19/2025,2:15:00 PM,completed,27
O395,C7,R20,Lettuce Romaine Chopped,1/26/2026,2:31:00 AM,Not fulfilled,13.8
O396,C8,R21,Lettuce Romaine Chopped,6/29/2025,10:55:00 PM,completed,36.4
O397,C9,R22,Lettuce Romaine Chopped,3/5/2026,11:48:00 PM,Not fulfilled,45.4
O398,C10,R23,Lettuce Romaine Chopped,9/16/2025,5:39:00 AM,completed,8.7
O399,C11,R24,Lettuce Romaine Chopped,2/5/2026,4:13:00 AM,Not fulfilled,23.7
O400,C12,R25,Lettuce Romaine Chopped,2/27/2026,4:02:00 PM,completed,6.5
O401,C13,R15,Yokaline,7/23/2025,4:40:00 PM,completed,19.7
O402,C14,R16,Yokaline,1/13/2026,10:42:00 AM,Not fulfilled,10.7
O403,C15,R17,Yokaline,10/30/2025,12:58:00 PM,Not fulfilled,12.6
O404,C16,R12,Yokaline,4/28/2026,11:44:00 PM,completed,48.4
O405,C17,R13,Coffee Swiss Choc Almond,7/3/2025,7:32:00 PM,Not fulfilled,10.4
O406,C18,R14,Coffee Swiss Choc Almond,8/17/2025,10:36:00 PM,Not fulfilled,8.6
O407,C19,R15,Coffee Swiss Choc Almond,3/27/2026,10:54:00 PM,Not fulfilled,46.4
O408,C20,R16,Coffee Swiss Choc Almond,6/29/2025,1:05:00 PM,completed,11.7
O409,C5,R17,Coffee Swiss Choc Almond,1/24/2026,3:14:00 AM,Not fulfilled,43.8
O410,C6,R14,Coffee Swiss Choc Almond,11/29/2025,6:20:00 PM,Not fulfilled,29
O411,C7,R15,Coffee Swiss Choc Almond,4/24/2026,8:20:00 AM,completed,8.1
O412,C8,R16,Coffee Swiss Choc Almond,6/19/2025,6:17:00 PM,completed,21.1
O413,C9,R17,Coffee Swiss Choc Almond,4/30/2026,11:30:00 PM,Not fulfilled,12.4
O414,C10,R14,Coffee Swiss Choc Almond,9/3/2025,7:41:00 PM,completed,17
O415,C11,R15,Coffee Swiss Choc Almond,5/31/2025,8:35:00 AM,Not fulfilled,25.6
O416,C12,R16,Pur Value,2/13/2026,2:01:00 PM,completed,17.3
O417,C13,R17,Pur Value,4/12/2026,3:09:00 AM,Not fulfilled,11.4
O418,C14,R12,Pur Value,10/26/2025,2:47:00 AM,completed,17.4
O419,C15,R13,Pur Value,8/24/2025,3:25:00 PM,completed,49.6
O420,C19,R14,Pur Value,6/4/2025,2:09:00 AM,Not fulfilled,47.6
O421,C20,R15,Pur Value,10/12/2025,1:28:00 AM,Not fulfilled,25
O422,C5,R16,Pur Value,10/9/2025,5:18:00 PM,completed,46.7
O423,C6,R17,Pur Value,10/16/2025,8:24:00 AM,completed,36.2
O424,C7,R12,Pur Value,10/21/2025,4:24:00 AM,Not fulfilled,12.4
O425,C8,R13,Pur Value,5/22/2026,2:34:00 AM,completed,10.2
O426,C9,R14,Pur Value,4/14/2026,5:15:00 AM,Not fulfilled,27.2
O427,C10,R15,Pur Value,3/21/2026,5:42:00 AM,Not fulfilled,44.6
O428,C11,R16,Pur Value,4/18/2026,1:08:00 AM,Not fulfilled,12.6
O429,C12,R17,Pur Value,10/5/2025,1:01:00 AM,Not fulfilled,12.2
O430,C13,R14,Pur Value,12/8/2025,5:32:00 PM,completed,24
O431,C14,R15,Pur Value,7/8/2025,1:45:00 AM,completed,38.9
O432,C15,R16,Pur Value,2/22/2026,3:05:00 PM,Not fulfilled,21.1
O433,C16,R17,Pur Value,2/27/2026,11:56:00 PM,Not fulfilled,40.2
O434,C17,R1,Salt - Kosher,5/18/2026,1:26:00 AM,Not fulfilled,40.7
O435,C18,R2,Sugar - Icing,1/4/2026,5:48:00 PM,Not fulfilled,32.8
O436,C19,R3,"Juice - Clamato, 341 Ml",7/10/2025,2:09:00 PM,completed,46
O437,C20,R4,Magnotta Bel Paese Red,8/2/2025,8:37:00 AM,completed,26.4
O438,C1,R5,"Fish - Base, Bouillion",1/29/2026,2:15:00 PM,Not fulfilled,22.2
O439,C2,R6,Coffee Swiss Choc Almond,3/13/2026,8:39:00 PM,Not fulfilled,29.4
O440,C3,R7,Coffee Swiss Choc Almond,8/21/2025,11:33:00 AM,Not fulfilled,17.1
O441,C1,R8,Coffee Swiss Choc Almond,9/6/2025,1:20:00 AM,completed,40.3
O442,C2,R9,Coffee Swiss Choc Almond,10/25/2025,8:24:00 PM,Not fulfilled,9.8
O443,C3,R10,Coffee Swiss Choc Almond,4/28/2026,9:41:00 AM,completed,7.8
O444,C4,R11,Coffee Swiss Choc Almond,12/28/2025,9:17:00 AM,completed,34.7
O445,C5,R12,Pur Value,9/21/2025,11:02:00 PM,Not fulfilled,18.2
O446,C6,R13,Pur Value,12/20/2025,8:59:00 AM,Not fulfilled,46
O447,C7,R14,Pur Value,9/1/2025,9:35:00 AM,Not fulfilled,22.3
O448,C8,R15,Pur Value,8/11/2025,11:44:00 AM,completed,17.5
O449,C9,R16,Pur Value,8/26/2025,10:24:00 PM,completed,14.8
O450,C10,R17,Pur Value,7/12/2025,5:25:00 PM,completed,21.2
O451,C11,R18,Pur Value,1/2/2026,7:20:00 AM,Not fulfilled,40.5
O452,C12,R19,Pur Value,4/28/2026,9:01:00 PM,Not fulfilled,16.6
O453,C13,R20,Pur Value,12/23/2025,9:39:00 PM,completed,32.6
O454,C14,R21,Pur Value,10/27/2025,1:09:00 PM,Not fulfilled,47.9
O455,C15,R22,Pur Value,6/16/2025,7:40:00 AM,Not fulfilled,46.7
O456,C16,R23,Pur Value,12/10/2025,4:08:00 PM,completed,40.2
O457,C17,R24,Pur Value,9/6/2025,10:55:00 AM,completed,41.7
O458,C18,R25,Pur Value,1/1/2026,12:32:00 AM,Not fulfilled,43
O459,C19,R15,Pur Value,7/24/2025,7:52:00 AM,completed,15.1
O460,C20,R16,Pur Value,8/9/2025,8:34:00 PM,Not fulfilled,8.3
O461,C1,R17,Yokaline,4/26/2026,2:10:00 PM,Not fulfilled,31.1
O462,C2,R12,Yokaline,4/1/2026,2:30:00 PM,Not fulfilled,14.3
O463,C3,R13,Yokaline,1/13/2026,11:01:00 PM,completed,44.3
O464,C4,R14,Yokaline,5/27/2026,10:21:00 PM,Not fulfilled,26.2
O465,C5,R15,Yokaline,10/30/2025,6:43:00 AM,Not fulfilled,9.6
O466,C6,R16,Yokaline,1/13/2026,6:46:00 PM,Not fulfilled,30.2
O467,C7,R17,Yokaline,5/24/2026,2:12:00 PM,Not fulfilled,19.6
O468,C8,R14,Yokaline,3/21/2026,10:03:00 PM,completed,16.3
O469,C9,R15,Yokaline,7/25/2025,4:06:00 PM,Not fulfilled,13.2
O470,C10,R16,Yokaline,3/15/2026,3:57:00 PM,completed,47.2
O471,C11,R17,Yokaline,7/14/2025,3:18:00 AM,completed,17.1
O472,C12,R14,Yokaline,8/28/2025,10:56:00 AM,Not fulfilled,41.9
O473,C13,R15,Yokaline,11/30/2025,4:12:00 AM,Not fulfilled,34.5
O474,C14,R16,Yokaline,6/21/2025,3:12:00 PM,completed,6
O475,C15,R17,Yokaline,6/4/2025,3:28:00 PM,completed,23.5
O476,C16,R12,Yokaline,4/27/2026,7:29:00 PM,completed,30.6
O477,C17,R13,Yokaline,9/25/2025,9:10:00 AM,Not fulfilled,46.9
O478,C18,R14,Yokaline,8/11/2025,1:48:00 AM,Not fulfilled,30.3
O479,C19,R15,Yokaline,5/27/2026,2:35:00 PM,Not fulfilled,5.2
O480,C20,R16,Yokaline,2/5/2026,3:13:00 AM,Not fulfilled,16
O481,C5,R17,Yokaline,12/7/2025,7:22:00 AM,completed,32.2
O482,C6,R12,Yokaline,12/9/2025,8:59:00 AM,Not fulfilled,24.5
O483,C7,R13,Yokaline,1/23/2026,3:34:00 PM,Not fulfilled,24.1
O484,C8,R14,Yokaline,8/27/2025,6:46:00 PM,Not fulfilled,8.4
O485,C9,R15,Yokaline,3/20/2026,6:57:00 PM,Not fulfilled,11
O486,C10,R16,Yokaline,5/25/2026,9:06:00 AM,Not fulfilled,7.5
O487,C11,R17,Yokaline,8/8/2025,10:22:00 AM,Not fulfilled,9.9
O488,C12,R14,Yokaline,3/9/2026,1:13:00 PM,Not fulfilled,27.3
O489,C13,R15,Yokaline,3/4/2026,3:20:00 PM,completed,35.8
O490,C14,R16,Yokaline,4/12/2026,3:56:00 PM,completed,48.7
O491,C15,R17,Yokaline,2/27/2026,1:23:00 PM,Not fulfilled,29.1
O492,C16,R1,Yokaline,3/22/2026,4:29:00 PM,completed,34.6
O493,C17,R2,Yokaline,7/30/2025,8:14:00 AM,completed,42.8
O494,C18,R3,Yokaline,7/26/2025,4:42:00 AM,Not fulfilled,25.2
O495,C19,R4,Yokaline,6/9/2025,6:42:00 PM,Not fulfilled,12.7
O496,C20,R5,Yokaline,5/21/2026,8:04:00 PM,completed,26.6
O497,C1,R6,Yokaline,11/24/2025,5:25:00 AM,completed,6.7
O498,C2,R7,Yokaline,3/29/2026,8:44:00 AM,Not fulfilled,19.3
O499,C3,R8,Yokaline,5/25/2026,6:44:00 PM,completed,12.3
O500,C4,R9,Yokaline,12/17/2025,6:15:00 PM,completed,35.2
O501,C5,R10,Yokaline,12/16/2025,2:33:00 PM,Not fulfilled,25.1
O502,C5,R11,Yokaline,10/8/2025,1:24:00 AM,completed,32.5
O503,C6,R12,Yokaline,7/1/2025,5:58:00 PM,Not fulfilled,29.2
O504,C7,R13,Yokaline,10/10/2025,10:47:00 PM,Not fulfilled,12.2
O505,C8,R14,Yokaline,1/21/2026,11:33:00 AM,completed,49.5
O506,C9,R15,Yokaline,3/8/2026,8:01:00 AM,Not fulfilled,7.9
O507,C10,R16,Yokaline,5/29/2026,6:49:00 PM,completed,42.5
O508,C11,R17,Yokaline,9/11/2025,11:27:00 AM,completed,17.8
O509,C12,R18,Yokaline,6/20/2025,9:11:00 AM,completed,11
O510,C13,R19,Spice - Chili Powder Mexican,6/16/2025,11:54:00 AM,Not fulfilled,37.1
O511,C14,R20,Samosa - Veg,7/15/2025,8:39:00 PM,Not fulfilled,11.8
O512,C15,R21,Cucumber - Pickling Ontario,2/18/2026,9:25:00 AM,Not fulfilled,6.2
O513,C16,R22,Coffee - Decafenated,4/11/2026,12:52:00 PM,Not fulfilled,21.5
O514,C17,R23,Dikon,9/18/2025,4:34:00 PM,Not fulfilled,30.4
O515,C18,R24,Dikon,2/4/2026,8:43:00 AM,completed,40.9
O516,C19,R25,Dikon,8/9/2025,12:04:00 AM,Not fulfilled,12.9
O517,C20,R15,Dikon,1/1/2026,1:48:00 PM,Not fulfilled,16.2
O518,C5,R16,Dikon,9/30/2025,9:04:00 PM,completed,21.5
O519,C6,R17,Dikon,4/3/2026,4:51:00 AM,completed,10.7
O520,C7,R12,Dikon,11/17/2025,5:24:00 PM,completed,29.4
O521,C8,R13,Dikon,10/13/2025,5:44:00 PM,completed,7.1
O522,C9,R14,Dikon,4/24/2026,7:55:00 AM,Not fulfilled,42.3
O523,C10,R15,Dikon,3/11/2026,11:58:00 AM,Not fulfilled,8
O524,C11,R16,Dikon,3/15/2026,6:38:00 PM,completed,14.5
O525,C12,R17,"Mustard - Dry, Powder",1/8/2026,10:12:00 PM,completed,44.1
O526,C13,R14,Wine - Maipo Valle Cabernet,9/24/2025,9:18:00 AM,Not fulfilled,24
O527,C14,R15,Bread - Olive,10/21/2025,1:29:00 AM,Not fulfilled,34.7
O528,C15,R16,Puff Pastry - Slab,3/22/2026,5:41:00 PM,completed,43.2
O529,C19,R17,"Wine - Red, Wolf Blass, Yellow",3/17/2026,6:37:00 AM,completed,35.6
O530,C20,R14,Lid Coffeecup 12oz D9542b,8/10/2025,6:17:00 PM,completed,25
O531,C5,R15,"Wine - Red, Marechal Foch",1/26/2026,8:53:00 PM,Not fulfilled,7.7
O532,C6,R16,Yokaline,10/18/2025,5:17:00 PM,Not fulfilled,14
O533,C7,R17,Yokaline,12/6/2025,12:01:00 AM,Not fulfilled,19
O534,C8,R12,Yokaline,11/30/2025,5:42:00 PM,completed,29.6
O535,C9,R13,Yokaline,10/12/2025,8:25:00 PM,completed,39.4
O536,C10,R14,Yokaline,9/12/2025,5:57:00 AM,Not fulfilled,15
O537,C11,R15,Yokaline,10/7/2025,6:27:00 AM,completed,36
O538,C12,R16,Yokaline,8/13/2025,12:59:00 PM,Not fulfilled,27.1
O539,C13,R17,Yokaline,6/19/2025,10:44:00 PM,completed,37.9
O540,C14,R12,Yokaline,4/5/2026,8:14:00 AM,Not fulfilled,5.4
O541,C15,R13,Yokaline,6/27/2025,11:51:00 AM,Not fulfilled,25.8
O542,C16,R14,Yokaline,9/11/2025,8:44:00 AM,completed,28.6
O543,C17,R15,Vinegar - Sherry,7/14/2025,7:46:00 PM,completed,17.7
O544,C18,R16,Corn - Mini,6/21/2025,10:13:00 PM,completed,32.3
O545,C19,R17,Chervil - Fresh,1/12/2026,1:33:00 PM,Not fulfilled,34.7
O546,C20,R14,"Tarragon - Primerba, Paste",1/21/2026,7:24:00 PM,Not fulfilled,36.3
O547,C1,R15,Energy Drink Bawls,8/14/2025,6:00:00 PM,completed,21.6
O548,C2,R16,Yokaline,3/2/2026,9:04:00 AM,Not fulfilled,17.6
O549,C3,R17,Yokaline,12/22/2025,9:24:00 PM,completed,37.1
O550,C1,R1,Yokaline,9/7/2025,10:24:00 PM,completed,29.9
O551,C2,R2,Yokaline,8/8/2025,1:30:00 PM,completed,37.3
O552,C3,R3,Yokaline,9/19/2025,7:14:00 AM,Not fulfilled,37.3
O553,C4,R4,Yokaline,4/9/2026,6:06:00 PM,completed,32.6
O554,C5,R5,Yokaline,7/8/2025,6:02:00 AM,completed,31.4
O555,C6,R6,Yokaline,5/7/2026,6:42:00 AM,Not fulfilled,27.2
O556,C7,R7,Yokaline,3/18/2026,9:29:00 AM,Not fulfilled,45.5
O557,C8,R8,Yokaline,2/1/2026,9:47:00 PM,completed,16.5
O558,C9,R9,Yokaline,9/18/2025,3:53:00 PM,completed,31.2
O559,C10,R10,Yokaline,2/5/2026,2:44:00 PM,completed,44.3
O560,C11,R11,Yokaline,12/13/2025,9:32:00 PM,completed,8.1
O561,C12,R12,Yokaline,5/30/2026,9:35:00 AM,completed,30.7
O562,C13,R13,Yokaline,7/18/2025,6:07:00 AM,completed,14.1
O563,C14,R14,Yokaline,2/21/2026,4:22:00 PM,Not fulfilled,43.1
O564,C15,R15,Yokaline,1/7/2026,4:52:00 AM,Not fulfilled,15.7
O565,C16,R16,Yokaline,1/5/2026,11:12:00 PM,Not fulfilled,9.7
O566,C17,R17,Yokaline,12/2/2025,11:14:00 PM,Not fulfilled,30.3
O567,C18,R18,Yokaline,6/26/2025,10:59:00 PM,completed,9.1
O568,C19,R19,Yokaline,5/7/2026,2:44:00 AM,Not fulfilled,42
O569,C20,R20,Yokaline,7/1/2025,11:32:00 PM,completed,9.4
O570,C1,R21,Yokaline,4/16/2026,2:02:00 PM,completed,27.3
O571,C2,R22,Yokaline,7/7/2025,10:18:00 PM,Not fulfilled,18.7
O572,C3,R23,Yokaline,11/1/2025,2:26:00 AM,completed,15.7
O573,C4,R24,Yokaline,11/3/2025,11:53:00 PM,Not fulfilled,23.8
O574,C5,R25,Yokaline,4/1/2026,2:20:00 PM,Not fulfilled,39.3
O575,C6,R15,Yokaline,3/7/2026,12:11:00 AM,Not fulfilled,12.8
O576,C7,R16,Yokaline,6/10/2025,9:33:00 AM,Not fulfilled,31.6
O577,C8,R17,Yokaline,10/17/2025,3:45:00 PM,completed,21.4
O578,C9,R18,Yokaline,6/24/2025,1:31:00 AM,completed,18.2
O579,C10,R19,Yokaline,4/9/2026,10:15:00 PM,completed,33.2
O580,C11,R20,Yokaline,8/2/2025,4:49:00 AM,Not fulfilled,11.8
O581,C12,R21,Yokaline,8/12/2025,9:41:00 PM,completed,21.2
O582,C13,R22,Yokaline,7/31/2025,5:58:00 AM,Not fulfilled,10.9
O583,C14,R23,Yokaline,2/8/2026,9:47:00 AM,Not fulfilled,20.9
O584,C15,R24,Yokaline,9/28/2025,7:28:00 AM,completed,15.9
O585,C16,R25,Yokaline,5/13/2026,6:58:00 AM,Not fulfilled,20.1
O586,C17,R15,Yokaline,7/5/2025,5:03:00 PM,completed,24.9
O587,C18,R16,Cinnamon Rolls,7/29/2025,7:52:00 AM,completed,29.3
O588,C19,R17,Yokaline,8/8/2025,10:00:00 AM,Not fulfilled,16.3
O589,C20,R18,Yokaline,11/11/2025,1:07:00 AM,completed,30.9
O590,C5,R19,Yokaline,8/9/2025,2:35:00 PM,Not fulfilled,37.7
O591,C6,R20,Yokaline,1/4/2026,1:50:00 PM,Not fulfilled,23.8
O592,C7,R21,Yokaline,8/17/2025,1:36:00 PM,completed,7.7
O593,C8,R22,Yokaline,10/7/2025,11:25:00 AM,Not fulfilled,12.1
O594,C9,R23,Yokaline,10/30/2025,3:55:00 PM,completed,7.3
O595,C10,R24,Yokaline,10/13/2025,5:13:00 AM,Not fulfilled,36.4
O596,C11,R25,Yokaline,11/20/2025,3:36:00 AM,completed,11.2
O597,C12,R15,Yokaline,9/5/2025,4:30:00 PM,completed,14.8
O598,C13,R16,Yokaline,7/12/2025,5:55:00 PM,completed,18.4
O599,C14,R17,Yokaline,2/6/2026,4:44:00 AM,completed,14.4
O600,C15,R18,Yokaline,10/26/2025,4:24:00 AM,Not fulfilled,29.6
O601,C16,R19,Yokaline,5/27/2026,12:04:00 PM,completed,33.8
O602,C17,R20,Yokaline,2/17/2026,9:34:00 AM,Not fulfilled,31.2
O603,C18,R21,Yokaline,5/7/2026,2:59:00 PM,completed,28.9
O604,C19,R22,Yokaline,11/29/2025,4:29:00 AM,completed,29.9
O605,C20,R23,Yokaline,6/30/2025,1:22:00 PM,completed,34.5
O606,C1,R24,Yokaline,1/31/2026,10:26:00 PM,completed,25.9
O607,C2,R25,Yokaline,2/2/2026,5:38:00 PM,Not fulfilled,20.4
O608,C3,R15,Yokaline,4/21/2026,2:05:00 AM,Not fulfilled,20.5
O609,C4,R16,Yokaline,4/30/2026,1:07:00 AM,completed,34.8
O610,C5,R17,Cinnamon Rolls,5/21/2026,8:33:00 AM,Not fulfilled,37.6
O611,C5,R18,Cinnamon Rolls,6/29/2025,10:23:00 AM,completed,25.7
O612,C6,R19,Cinnamon Rolls,4/23/2026,4:07:00 AM,completed,39
O613,C7,R20,Cinnamon Rolls,3/16/2026,10:45:00 AM,completed,17.6
O614,C8,R21,Cinnamon Rolls,5/29/2026,12:30:00 AM,completed,40.3
O615,C9,R22,Cinnamon Rolls,5/1/2026,1:04:00 AM,completed,15.9
O616,C10,R23,Cinnamon Rolls,11/19/2025,6:42:00 AM,Not fulfilled,43.7
O617,C11,R24,Cinnamon Rolls,2/15/2026,1:58:00 AM,completed,31.3
O618,C12,R25,Cinnamon Rolls,2/6/2026,2:33:00 AM,completed,27.6
O619,C13,R15,Cinnamon Rolls,12/31/2025,5:32:00 PM,completed,8.9
O620,C14,R16,Cinnamon Rolls,3/16/2026,4:03:00 PM,Not fulfilled,42.5
O621,C15,R17,Cinnamon Rolls,7/28/2025,6:38:00 AM,Not fulfilled,19.4
O622,C16,R18,Cinnamon Rolls,4/12/2026,3:32:00 PM,completed,12.3
O623,C17,R19,Cinnamon Rolls,6/27/2025,5:57:00 PM,Not fulfilled,36
O624,C18,R20,Cinnamon Rolls,7/16/2025,2:47:00 AM,Not fulfilled,48.5
O625,C19,R21,Cinnamon Rolls,10/26/2025,8:24:00 PM,completed,31.7
O626,C20,R22,Cinnamon Rolls,8/6/2025,7:45:00 AM,Not fulfilled,30.6
O627,C5,R23,Cinnamon Rolls,11/5/2025,7:32:00 PM,Not fulfilled,41.6
O628,C6,R24,Cinnamon Rolls,9/22/2025,10:43:00 AM,Not fulfilled,46.4
O629,C7,R25,Cinnamon Rolls,11/18/2025,3:28:00 PM,Not fulfilled,13.3
O630,C8,R15,Cinnamon Rolls,3/19/2026,9:44:00 PM,completed,48
O631,C9,R16,Cinnamon Rolls,7/5/2025,6:16:00 AM,completed,19.1
O632,C10,R17,Cinnamon Rolls,4/9/2026,9:29:00 PM,Not fulfilled,44.4
O633,C11,R18,Cinnamon Rolls,3/3/2026,3:46:00 AM,completed,49.9
